epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,2004.24,0.71731,0.90323,1.19242,0.85027,0.81784,0.87489,0.68532,0.89314,0.71514,1.04102,3.8765e-05,3.8765e-05,3.8765e-05
179,2015.41,0.69062,0.86957,1.1723,0.83176,0.83491,0.87938,0.68859,0.89154,0.7192,1.03928,3.72157e-05,3.72157e-05,3.72157e-05
180,2026.56,0.67841,0.86053,1.17137,0.84612,0.79727,0.87597,0.68469,0.89217,0.72293,1.03973,3.56663e-05,3.56663e-05,3.56663e-05
181,2037.81,0.7194,0.90296,1.1972,0.86832,0.79654,0.8802,0.68677,0.89004,0.7082,1.03902,3.4117e-05,3.4117e-05,3.4117e-05
182,2049,0.69178,0.8723,1.17187,0.86015,0.80207,0.87731,0.69133,0.89136,0.7037,1.0367,3.25676e-05,3.25676e-05,3.25676e-05
183,2060.01,0.67758,0.84731,1.16538,0.86438,0.79067,0.87464,0.68368,0.90204,0.71036,1.04207,3.10183e-05,3.10183e-05,3.10183e-05
184,2070.95,0.69235,0.85615,1.17153,0.86389,0.78071,0.86877,0.68073,0.89272,0.72138,1.03746,2.94689e-05,2.94689e-05,2.94689e-05
185,2081.92,0.70818,0.87976,1.17508,0.88173,0.75885,0.86733,0.67828,0.89819,0.73074,1.04281,2.79196e-05,2.79196e-05,2.79196e-05
186,2093.1,0.68148,0.86096,1.16842,0.87657,0.77846,0.87556,0.68412,0.89513,0.70976,1.04008,2.63702e-05,2.63702e-05,2.63702e-05
187,2104.36,0.68736,0.8467,1.16411,0.87265,0.79068,0.87856,0.68544,0.89735,0.70535,1.04121,2.48209e-05,2.48209e-05,2.48209e-05
188,2115.51,0.69687,0.86853,1.17585,0.85574,0.78595,0.87688,0.68347,0.89498,0.71701,1.04095,2.32715e-05,2.32715e-05,2.32715e-05
189,2126.62,0.67653,0.84319,1.16267,0.87683,0.78179,0.88214,0.68943,0.89787,0.70682,1.04189,2.17222e-05,2.17222e-05,2.17222e-05
190,2137.94,0.69468,0.86429,1.16931,0.85551,0.79064,0.87656,0.68141,0.89914,0.71469,1.04341,2.01729e-05,2.01729e-05,2.01729e-05
191,2149.73,0.56592,0.60964,1.09012,0.85495,0.78759,0.86452,0.66776,0.9097,0.73958,1.05563,1.86235e-05,1.86235e-05,1.86235e-05
192,2160.58,0.55372,0.59712,1.08433,0.85787,0.78966,0.87149,0.67131,0.90896,0.73543,1.05723,1.70742e-05,1.70742e-05,1.70742e-05
193,2171.41,0.54171,0.57612,1.07519,0.86776,0.78462,0.87331,0.67926,0.90796,0.72821,1.05592,1.55248e-05,1.55248e-05,1.55248e-05
194,2182.16,0.53993,0.5865,1.07087,0.79044,0.84327,0.87539,0.68171,0.90561,0.71998,1.05491,1.39755e-05,1.39755e-05,1.39755e-05
195,2192.79,0.53959,0.5801,1.07803,0.86489,0.78111,0.87744,0.682,0.90246,0.72121,1.05234,1.24261e-05,1.24261e-05,1.24261e-05
196,2203.62,0.52879,0.56037,1.06379,0.8558,0.78466,0.87189,0.67972,0.90265,0.72431,1.05288,1.08768e-05,1.08768e-05,1.08768e-05
197,2214.5,0.52646,0.55735,1.0712,0.82754,0.80309,0.87347,0.67912,0.90701,0.72581,1.05548,9.3274e-06,9.3274e-06,9.3274e-06
198,2225.34,0.53388,0.56961,1.06497,0.86989,0.7768,0.87552,0.68154,0.90895,0.72369,1.05634,7.77805e-06,7.77805e-06,7.77805e-06
199,2236.18,0.52948,0.5633,1.06449,0.85047,0.78689,0.87008,0.67842,0.90374,0.71816,1.0527,6.2287e-06,6.2287e-06,6.2287e-06
200,2246.91,0.53253,0.55861,1.06575,0.79839,0.8401,0.87507,0.67915,0.90057,0.71648,1.0514,4.67935e-06,4.67935e-06,4.67935e-06
